husband(GF1, GM1)
father(F35A, C35A2)
mother(M35A, C35A2)
father(F35B, C35B1)
mother(M35B, C35B1)
father(F35B, C35B2)
mother(M35B, C35B2)
son(F35A, GF35)
daughter(F35B, GM35)
son(C35A1, F35A)
daughter(C35A2, M35A)
son(C35B1, F35B)
daughter(C35B2, M35B)
grandfather_chain(GF35, C35A1)
grandfather_chain(GF35, C35A2)
grandfather_chain(GF35, C35B1)
grandfather_chain(GF35, C35B2)
grandmother_chain(GM35, C35A1)
grandmother_chain(GM35, C35A2)
grandmother_chain(GM35, C35B1)
grandmother_chain(GM35, C35B2)
paternal_uncle_chain(GU35, F35A)
paternal_uncle_chain(GU35, F35B)
maternal_aunt_chain(GA35, F35A)
maternal_aunt_chain(GA35, F35B)
cousin_chain(C35A1, C35B1)
cousin_chain(C35B1, C35A1)
cousin_chain(C35A1, C35B2)
cousin_chain(C35B2, C35A1)
cousin_chain(C35A2, C35B1)
cousin_chain(C35B1, C35A2)
cousin_chain(C35A2, C35B2)
cousin_chain(C35B2, C35A2)
husband(GF36, GM36)
wife(GM36, GF36)
brother(GU36, GF36)
sister(GA36, GM36)
sibling(GU36, GF36)
sibling(GF36, GU36)
sibling(GA36, GM36)
sibling(GM36, GA36)
father(GF36, F36A)
mother(GM36, F36A)
father(GF36, F36B)
mother(GM36, F36B)
husband(F36A, M36A)
wife(M36A, F36A)
husband(F36B, M36B)
wife(M36B, F36B)
brother(F36A, F36B)
sister(M36A, M36B)
sibling(F36A, F36B)
sibling(F36B, F36A)
sibling(M36A, M36B)
sibling(M36B, M36A)
father(F36A, C36A1)
mother(M36A, C36A1)
father(F36A, C36A2)
mother(M36A, C36A2)
father(F36B, C36B1)
mother(M36B, C36B1)
father(F36B, C36B2)
mother(M36B, C36B2)
son(F36A, GF36)
daughter(F36B, GM36)
son(C36A1, F36A)
daughter(C36A2, M36A)
son(C36B1, F36B)
daughter(C36B2, M36B)
grandfather_chain(GF36, C36A1)
grandfather_chain(GF36, C36A2)
grandfather_chain(GF36, C36B1)
grandfather_chain(GF36, C36B2)
grandmother_chain(GM36, C36A1)
grandmother_chain(GM36, C36A2)
grandmother_chain(GM36, C36B1)
grandmother_chain(GM36, C36B2)
paternal_uncle_chain(GU36, F36A)
paternal_uncle_chain(GU36, F36B)
maternal_aunt_chain(GA36, F36A)
maternal_aunt_chain(GA36, F36B)
cousin_chain(C36A1, C36B1)
cousin_chain(C36B1, C36A1)
cousin_chain(C36A1, C36B2)
cousin_chain(C36B2, C36A1)
cousin_chain(C36A2, C36B1)
cousin_chain(C36B1, C36A2)
cousin_chain(C36A2, C36B2)
cousin_chain(C36B2, C36A2)
husband(GF37, GM37)
wife(GM37, GF37)
brother(GU37, GF37)
sister(GA37, GM37)
sibling(GU37, GF37)
sibling(GF37, GU37)
sibling(GA37, GM37)
sibling(GM37, GA37)
father(GF37, F37A)
mother(GM37, F37A)
father(GF37, F37B)
mother(GM37, F37B)
husband(F37A, M37A)
wife(M37A, F37A)
husband(F37B, M37B)
wife(M37B, F37B)
brother(F37A, F37B)
sister(M37A, M37B)
sibling(F37A, F37B)
sibling(F37B, F37A)
sibling(M37A, M37B)
sibling(M37B, M37A)
father(F37A, C37A1)
mother(M37A, C37A1)
father(F37A, C37A2)
mother(M37A, C37A2)
father(F37B, C37B1)
mother(M37B, C37B1)
father(F37B, C37B2)
mother(M37B, C37B2)
son(F37A, GF37)
daughter(F37B, GM37)
son(C37A1, F37A)
daughter(C37A2, M37A)
son(C37B1, F37B)
daughter(C37B2, M37B)
grandfather_chain(GF37, C37A1)
grandfather_chain(GF37, C37A2)
grandfather_chain(GF37, C37B1)
grandfather_chain(GF37, C37B2)
grandmother_chain(GM37, C37A1)
grandmother_chain(GM37, C37A2)
grandmother_chain(GM37, C37B1)
grandmother_chain(GM37, C37B2)
paternal_uncle_chain(GU37, F37A)
paternal_uncle_chain(GU37, F37B)
maternal_aunt_chain(GA37, F37A)
maternal_aunt_chain(GA37, F37B)
cousin_chain(C37A1, C37B1)
cousin_chain(C37B1, C37A1)
cousin_chain(C37A1, C37B2)
cousin_chain(C37B2, C37A1)
cousin_chain(C37A2, C37B1)
cousin_chain(C37B1, C37A2)
cousin_chain(C37A2, C37B2)
cousin_chain(C37B2, C37A2)
husband(GF38, GM38)
wife(GM38, GF38)
brother(GU38, GF38)
sister(GA38, GM38)
sibling(GU38, GF38)
sibling(GF38, GU38)
sibling(GA38, GM38)
sibling(GM38, GA38)
father(GF38, F38A)
mother(GM38, F38A)
father(GF38, F38B)
mother(GM38, F38B)
husband(F38A, M38A)
wife(M38A, F38A)
husband(F38B, M38B)
wife(M38B, F38B)
brother(F38A, F38B)
sister(M38A, M38B)
sibling(F38A, F38B)
sibling(F38B, F38A)
sibling(M38A, M38B)
sibling(M38B, M38A)
father(F38A, C38A1)
mother(M38A, C38A1)
father(F38A, C38A2)
mother(M38A, C38A2)
father(F38B, C38B1)
mother(M38B, C38B1)
father(F38B, C38B2)
mother(M38B, C38B2)
son(F38A, GF38)
daughter(F38B, GM38)
son(C38A1, F38A)
daughter(C38A2, M38A)
son(C38B1, F38B)
daughter(C38B2, M38B)
grandfather_chain(GF38, C38A1)
grandfather_chain(GF38, C38A2)
grandfather_chain(GF38, C38B1)
grandfather_chain(GF38, C38B2)
grandmother_chain(GM38, C38A1)
grandmother_chain(GM38, C38A2)
grandmother_chain(GM38, C38B1)
grandmother_chain(GM38, C38B2)
paternal_uncle_chain(GU38, F38A)
paternal_uncle_chain(GU38, F38B)
maternal_aunt_chain(GA38, F38A)
maternal_aunt_chain(GA38, F38B)
cousin_chain(C38A1, C38B1)
cousin_chain(C38B1, C38A1)
cousin_chain(C38A1, C38B2)
cousin_chain(C38B2, C38A1)
cousin_chain(C38A2, C38B1)
cousin_chain(C38B1, C38A2)
cousin_chain(C38A2, C38B2)
cousin_chain(C38B2, C38A2)
husband(GF39, GM39)
wife(GM39, GF39)
brother(GU39, GF39)
sister(GA39, GM39)
sibling(GU39, GF39)
sibling(GF39, GU39)
sibling(GA39, GM39)
sibling(GM39, GA39)
father(GF39, F39A)
mother(GM39, F39A)
father(GF39, F39B)
mother(GM39, F39B)
husband(F39A, M39A)
wife(M39A, F39A)
husband(F39B, M39B)
wife(M39B, F39B)
brother(F39A, F39B)
sister(M39A, M39B)
sibling(F39A, F39B)
sibling(F39B, F39A)
sibling(M39A, M39B)
sibling(M39B, M39A)
father(F39A, C39A1)
mother(M39A, C39A1)
father(F39A, C39A2)
mother(M39A, C39A2)
father(F39B, C39B1)
mother(M39B, C39B1)
father(F39B, C39B2)
mother(M39B, C39B2)
son(F39A, GF39)
daughter(F39B, GM39)
son(C39A1, F39A)
daughter(C39A2, M39A)
son(C39B1, F39B)
daughter(C39B2, M39B)
grandfather_chain(GF39, C39A1)
grandfather_chain(GF39, C39A2)
grandfather_chain(GF39, C39B1)
grandfather_chain(GF39, C39B2)
grandmother_chain(GM39, C39A1)
grandmother_chain(GM39, C39A2)
grandmother_chain(GM39, C39B1)
grandmother_chain(GM39, C39B2)
paternal_uncle_chain(GU39, F39A)
paternal_uncle_chain(GU39, F39B)
maternal_aunt_chain(GA39, F39A)
maternal_aunt_chain(GA39, F39B)
cousin_chain(C39A1, C39B1)
cousin_chain(C39B1, C39A1)
cousin_chain(C39A1, C39B2)
cousin_chain(C39B2, C39A1)
cousin_chain(C39A2, C39B1)
cousin_chain(C39B1, C39A2)
cousin_chain(C39A2, C39B2)
cousin_chain(C39B2, C39A2)
husband(GF40, GM40)
wife(GM40, GF40)
brother(GU40, GF40)
sister(GA40, GM40)
sibling(GU40, GF40)
sibling(GF40, GU40)
sibling(GA40, GM40)
sibling(GM40, GA40)
father(GF40, F40A)
mother(GM40, F40A)
father(GF40, F40B)
mother(GM40, F40B)
husband(F40A, M40A)
wife(M40A, F40A)
husband(F40B, M40B)
wife(M40B, F40B)
brother(F40A, F40B)
sister(M40A, M40B)
sibling(F40A, F40B)
sibling(F40B, F40A)
sibling(M40A, M40B)
sibling(M40B, M40A)
father(F40A, C40A1)
mother(M40A, C40A1)
father(F40A, C40A2)
mother(M40A, C40A2)
father(F40B, C40B1)
mother(M40B, C40B1)
father(F40B, C40B2)
mother(M40B, C40B2)
son(F40A, GF40)
daughter(F40B, GM40)
son(C40A1, F40A)
daughter(C40A2, M40A)
son(C40B1, F40B)
daughter(C40B2, M40B)
grandfather_chain(GF40, C40A1)
grandfather_chain(GF40, C40A2)
grandfather_chain(GF40, C40B1)
grandfather_chain(GF40, C40B2)
grandmother_chain(GM40, C40A1)
grandmother_chain(GM40, C40A2)
grandmother_chain(GM40, C40B1)
grandmother_chain(GM40, C40B2)
paternal_uncle_chain(GU40, F40A)
paternal_uncle_chain(GU40, F40B)
maternal_aunt_chain(GA40, F40A)
maternal_aunt_chain(GA40, F40B)
cousin_chain(C40A1, C40B1)
cousin_chain(C40B1, C40A1)
cousin_chain(C40A1, C40B2)
cousin_chain(C40B2, C40A1)
cousin_chain(C40A2, C40B1)
cousin_chain(C40B1, C40A2)
cousin_chain(C40A2, C40B2)
cousin_chain(C40B2, C40A2)
